run_id,method,dataset,scene,execution,psnr,ssim,lpips,process_wall_s,native_train_s,fps,peak_device_mib,peak_torch_allocated_mib,gaussians,evidence_group,curve_export,paper_usage
primary/R3/budget_matched_fullrgb/kitchen,budget_matched_fullrgb,mipnerf360,kitchen,R3,31.32645034790039,0.9203858375549316,0.1417330503463745,252.0,215.49526473437888,508.37916021337315,11715.0,6884.03759765625,301469,primary,logs/train/primary/R3/budget_matched_fullrgb/kitchen/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/budget_matched_fullrgb/bonsai,budget_matched_fullrgb,mipnerf360,bonsai,R3,31.66110610961914,0.9328416585922241,0.2090938836336136,195.0,157.49550080048937,662.4971232882825,9701.0,6854.923828125,224859,primary,logs/train/primary/R3/budget_matched_fullrgb/bonsai/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/budget_matched_fullrgb/truck,budget_matched_fullrgb,tnt,truck,R3,25.33259391784668,0.8569307923316956,0.2030239999294281,107.0,96.88701577702955,753.8177002881816,4665.0,2151.62939453125,190762,primary,logs/train/primary/R3/budget_matched_fullrgb/truck/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/budget_matched_fullrgb/train,budget_matched_fullrgb,tnt,train,R3,22.147640228271484,0.7727322578430176,0.28128737211227417,111.0,101.4979299175089,711.3393492768499,5185.0,2477.68701171875,158025,primary,logs/train/primary/R3/budget_matched_fullrgb/train/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/budget_matched_fullrgb/drjohnson,budget_matched_fullrgb,db,drjohnson,R3,29.214603424072266,0.890067994594574,0.29644253849983215,117.0,105.491353313235,787.4599932275224,7159.0,4528.1611328125,175090,primary,logs/train/primary/R3/budget_matched_fullrgb/drjohnson/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
primary/R3/budget_matched_fullrgb/playroom,budget_matched_fullrgb,db,playroom,R3,30.26744842529297,0.8966005444526672,0.28878623247146606,103.0,92.12188262571858,858.6436334927267,6035.0,3288.35009765625,117170,primary,logs/train/primary/R3/budget_matched_fullrgb/playroom/curves.csv.xz,"Main comparison, repeated-execution statistics, and dataset-level ablations"
sensitivity/single/factorgrad_fastgs/bicycle,factorgrad_fastgs,mipnerf360,bicycle,single,24.812040328979492,0.7134312391281128,0.31118521094322205,255.0,202.28648317749378,572.8758128036905,8413.0,5157.6826171875,539174.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/bicycle/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/flowers,factorgrad_fastgs,mipnerf360,flowers,single,21.23541259765625,0.5620777010917664,0.4040164649486542,257.0,206.9915086529615,568.6555390780298,7937.0,4692.12890625,498019.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/flowers/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/garden,factorgrad_fastgs,mipnerf360,garden,single,27.081087112426758,0.8346701264381409,0.17461960017681122,328.0,270.08184178043695,477.90667890553857,8857.0,5119.1875,753596.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/garden/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/stump,factorgrad_fastgs,mipnerf360,stump,single,26.572757720947266,0.7554331421852112,0.29770025610923767,211.0,175.14986025407953,605.5732378167178,6749.0,3513.07177734375,388013.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/stump/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/treehill,factorgrad_fastgs,mipnerf360,treehill,single,22.893768310546875,0.611704409122467,0.427916020154953,224.0,182.40340255514147,604.9184804323552,6679.0,3866.4208984375,391867.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/treehill/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/room,factorgrad_fastgs,mipnerf360,room,single,31.805673599243164,0.9183253049850464,0.21878582239151,208.0,170.00586611633753,672.5486181974915,10409.0,6962.33935546875,209877.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/room/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/counter,factorgrad_fastgs,mipnerf360,counter,single,29.11831283569336,0.9059969186782837,0.2049146443605423,232.0,199.04790004127653,582.6320482594897,9965.0,5570.1689453125,208681.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/counter/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/kitchen,factorgrad_fastgs,mipnerf360,kitchen,single,31.782440185546875,0.9282846450805664,0.1274658590555191,306.0,267.9360516002058,487.4128159067617,12593.0,6724.7939453125,382410.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/kitchen/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/bonsai,factorgrad_fastgs,mipnerf360,bonsai,single,32.10255432128906,0.940841794013977,0.19112041592597961,231.0,193.15197081895445,627.0952899165401,10035.0,6713.6884765625,276925.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/bonsai/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/truck,factorgrad_fastgs,tnt,truck,single,25.702608108520508,0.8718006610870361,0.18000446259975433,135.0,123.79488981527643,717.1334250230991,4859.0,2160.322265625,253069.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/truck/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/train,factorgrad_fastgs,tnt,train,single,22.57001304626465,0.8043124675750732,0.24446314573287964,138.0,127.32030472537778,631.0152117228848,5899.0,2491.46728515625,225626.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/train/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/drjohnson,factorgrad_fastgs,db,drjohnson,single,29.443525314331055,0.8974667191505432,0.2763060927391052,147.0,135.73885641852283,732.9585430626971,7595.0,4471.6826171875,246447.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/drjohnson/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/factorgrad_fastgs/playroom,factorgrad_fastgs,db,playroom,single,29.901371002197266,0.8977293968200684,0.26606956124305725,133.0,121.77909824049551,768.2361415510533,6553.0,3304.97412109375,200193.0,sensitivity,logs/train/sensitivity/single/factorgrad_fastgs/playroom/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/bicycle,late,mipnerf360,bicycle,single,24.75763511657715,0.7113623023033142,0.31337326765060425,237.0,184.6289869185809,553.786852226724,8732.0,5488.42041015625,537082.0,sensitivity,logs/train/sensitivity/single/late/bicycle/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/flowers,late,mipnerf360,flowers,single,21.185152053833008,0.5570977926254272,0.41004666686058044,234.0,184.346129501965,571.3372408963179,8008.0,4980.12548828125,486827.0,sensitivity,logs/train/sensitivity/single/late/flowers/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/garden,late,mipnerf360,garden,single,27.116308212280273,0.8333951830863953,0.17824389040470123,298.0,240.99142290345276,471.9593025680747,8938.0,5379.0107421875,736941.0,sensitivity,logs/train/sensitivity/single/late/garden/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/stump,late,mipnerf360,stump,single,26.636497497558594,0.7538318634033203,0.30041879415512085,200.0,163.50787949297734,603.2197577113482,6936.0,3831.5703125,385124.0,sensitivity,logs/train/sensitivity/single/late/stump/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/treehill,late,mipnerf360,treehill,single,22.84683609008789,0.610722541809082,0.4308403432369232,212.0,169.85845538479865,590.5239184743717,7888.0,4173.93408203125,391011.0,sensitivity,logs/train/sensitivity/single/late/treehill/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/room,late,mipnerf360,room,single,31.74222755432129,0.9180060029029846,0.21966251730918884,200.0,161.92369046053489,646.8586191327518,10580.0,7247.87548828125,206813.0,sensitivity,logs/train/sensitivity/single/late/room/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/counter,late,mipnerf360,counter,single,29.02183723449707,0.9051885604858398,0.20650872588157654,216.0,182.92420212425475,570.3587398891879,10048.0,5886.82275390625,206975.0,sensitivity,logs/train/sensitivity/single/late/counter/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/kitchen,late,mipnerf360,kitchen,single,31.698339462280273,0.9276430606842041,0.12904006242752075,282.0,244.10988861798518,463.5496461274903,12452.0,7090.31005859375,377012.0,sensitivity,logs/train/sensitivity/single/late/kitchen/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/bonsai,late,mipnerf360,bonsai,single,32.006526947021484,0.940688967704773,0.19303937256336212,221.0,183.07282188533506,596.4445995353395,10688.0,6995.7314453125,275801.0,sensitivity,logs/train/sensitivity/single/late/bonsai/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/truck,late,tnt,truck,single,25.55365753173828,0.8698977828025818,0.18280914425849915,122.0,112.11911199334658,694.2604240210159,5426.0,2301.50634765625,253114.0,sensitivity,logs/train/sensitivity/single/late/truck/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/train,late,tnt,train,single,22.361234664916992,0.8032183051109314,0.24617405235767365,131.0,120.16281071839298,622.295942705258,5824.0,2684.07373046875,229193.0,sensitivity,logs/train/sensitivity/single/late/train/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/drjohnson,late,db,drjohnson,single,29.489673614501953,0.8971992135047913,0.2787295877933502,136.0,124.7537958311658,706.3961207825284,7964.0,4750.90673828125,247007.0,sensitivity,logs/train/sensitivity/single/late/drjohnson/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/late/playroom,late,db,playroom,single,30.703941345214844,0.9056496620178223,0.266586035490036,122.0,111.62896271975976,757.355855165671,6844.0,3453.05322265625,184688.0,sensitivity,logs/train/sensitivity/single/late/playroom/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/bicycle,q05,mipnerf360,bicycle,single,24.733797073364258,0.7106080055236816,0.31467801332473755,232.0,179.54908039612306,550.0231582219633,8400.0,5494.7822265625,535101.0,sensitivity,logs/train/sensitivity/single/q05/bicycle/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/flowers,q05,mipnerf360,flowers,single,21.193866729736328,0.5582026243209839,0.4080192744731903,230.0,180.5542703433579,563.5344518270088,8805.0,4999.06884765625,489944.0,sensitivity,logs/train/sensitivity/single/q05/flowers/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/garden,q05,mipnerf360,garden,single,27.11741828918457,0.8333303332328796,0.1768539398908615,294.0,237.9186421658566,466.3897540759999,9747.0,5420.06298828125,756881.0,sensitivity,logs/train/sensitivity/single/q05/garden/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/stump,q05,mipnerf360,stump,single,26.647842407226562,0.7549285888671875,0.2983431816101074,198.0,160.593490575209,605.0255893523214,6897.0,3852.3955078125,393238.0,sensitivity,logs/train/sensitivity/single/q05/stump/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/treehill,q05,mipnerf360,treehill,single,22.856155395507812,0.6095902919769287,0.4323018789291382,206.0,164.70023436728985,598.4537023884413,7215.0,4175.90283203125,393676.0,sensitivity,logs/train/sensitivity/single/q05/treehill/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/room,q05,mipnerf360,room,single,31.70403289794922,0.9168016314506531,0.2204955369234085,194.0,155.0857678653649,664.3513999860158,10859.0,7271.76171875,210314.0,sensitivity,logs/train/sensitivity/single/q05/room/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/counter,q05,mipnerf360,counter,single,28.922178268432617,0.9041334390640259,0.20762227475643158,211.0,178.77845050492127,563.9871292243886,10425.0,5895.55224609375,207997.0,sensitivity,logs/train/sensitivity/single/q05/counter/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/kitchen,q05,mipnerf360,kitchen,single,31.503236770629883,0.9261053800582886,0.13014620542526245,276.0,238.8558761818062,478.63580781895354,11632.0,7098.869140625,379822.0,sensitivity,logs/train/sensitivity/single/q05/kitchen/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/bonsai,q05,mipnerf360,bonsai,single,32.002689361572266,0.9404848217964172,0.19313208758831024,216.0,177.43310615118733,619.2211386354707,11034.0,6999.84765625,278293.0,sensitivity,logs/train/sensitivity/single/q05/bonsai/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/truck,q05,tnt,truck,single,25.533971786499023,0.8695945739746094,0.18394175171852112,121.0,110.51151491305018,698.2148259405907,5742.0,2311.798828125,253678.0,sensitivity,logs/train/sensitivity/single/q05/truck/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/train,q05,tnt,train,single,22.283910751342773,0.7984826564788818,0.2505156993865967,126.0,116.52951259123286,623.1946811896005,5509.0,2680.54150390625,224289.0,sensitivity,logs/train/sensitivity/single/q05/train/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/drjohnson,q05,db,drjohnson,single,29.45237922668457,0.8965891003608704,0.2799479067325592,131.0,119.85098599758369,724.4800025727272,7591.0,4787.859375,243252.0,sensitivity,logs/train/sensitivity/single/q05/drjohnson/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q05/playroom,q05,db,playroom,single,30.44420623779297,0.902705729007721,0.26674458384513855,120.0,109.16279698084773,762.7407974072096,6393.0,3498.54248046875,198726.0,sensitivity,logs/train/sensitivity/single/q05/playroom/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/bicycle,q08,mipnerf360,bicycle,single,24.772188186645508,0.7119504809379578,0.31308355927467346,232.0,179.49850475008105,556.4551434458082,7921.0,5490.271484375,536860.0,sensitivity,logs/train/sensitivity/single/q08/bicycle/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/flowers,q08,mipnerf360,flowers,single,21.18419647216797,0.5584517121315002,0.407375305891037,233.0,182.64771063809573,559.0561058063561,7927.0,5003.57666015625,493472.0,sensitivity,logs/train/sensitivity/single/q08/flowers/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/garden,q08,mipnerf360,garden,single,27.142822265625,0.8341711163520813,0.17615342140197754,294.0,238.13967377098152,466.29149305631046,8763.0,5418.802734375,756240.0,sensitivity,logs/train/sensitivity/single/q08/garden/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/stump,q08,mipnerf360,stump,single,26.671085357666016,0.7554098963737488,0.29865357279777527,197.0,160.42286621069866,596.5865886321084,6465.0,3845.533203125,387655.0,sensitivity,logs/train/sensitivity/single/q08/stump/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/treehill,q08,mipnerf360,treehill,single,22.712072372436523,0.6086584329605103,0.4322138726711273,207.0,165.59431268327688,591.7234322174179,6837.0,4171.234375,389234.0,sensitivity,logs/train/sensitivity/single/q08/treehill/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/room,q08,mipnerf360,room,single,31.778316497802734,0.9177331924438477,0.21973340213298798,195.0,156.24303703657208,666.5916708380923,10541.0,7278.1123046875,210335.0,sensitivity,logs/train/sensitivity/single/q08/room/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/counter,q08,mipnerf360,counter,single,28.989864349365234,0.9050283432006836,0.206430122256279,212.0,179.4582847115708,580.1258619283847,10097.0,5898.4541015625,207961.0,sensitivity,logs/train/sensitivity/single/q08/counter/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/kitchen,q08,mipnerf360,kitchen,single,31.66165542602539,0.9274644255638123,0.1286483108997345,277.0,240.00870807712923,468.17667742252183,12367.0,7096.9755859375,380415.0,sensitivity,logs/train/sensitivity/single/q08/kitchen/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/bonsai,q08,mipnerf360,bonsai,single,31.892215728759766,0.9396399259567261,0.19317440688610077,216.0,177.85349696198315,611.6872394210507,10227.0,7004.34814453125,276995.0,sensitivity,logs/train/sensitivity/single/q08/bonsai/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/truck,q08,tnt,truck,single,25.557687759399414,0.8699039220809937,0.1832624077796936,121.0,110.9586322855159,688.4624959579971,5061.0,2316.455078125,253494.0,sensitivity,logs/train/sensitivity/single/q08/truck/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/train,q08,tnt,train,single,22.332189559936523,0.7996617555618286,0.2486635446548462,129.0,117.8014631364154,621.9766577599229,5469.0,2673.451171875,223174.0,sensitivity,logs/train/sensitivity/single/q08/train/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/drjohnson,q08,db,drjohnson,single,29.371139526367188,0.8959792852401733,0.2785690426826477,133.0,121.40048356423402,715.2456389242362,7511.0,4795.31103515625,244526.0,sensitivity,logs/train/sensitivity/single/q08/drjohnson/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/q08/playroom,q08,db,playroom,single,30.179319381713867,0.9024277329444885,0.2660631239414215,121.0,111.33424608110681,750.650657457459,6289.0,3521.03271484375,200329.0,sensitivity,logs/train/sensitivity/single/q08/playroom/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/bicycle,stabilization0,mipnerf360,bicycle,single,24.749958038330078,0.7123939394950867,0.31231603026390076,234.0,182.08522316902904,561.7593564271227,7963.0,5491.62109375,536099.0,sensitivity,logs/train/sensitivity/single/stabilization0/bicycle/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/flowers,stabilization0,mipnerf360,flowers,single,21.180500030517578,0.5587946176528931,0.40680989623069763,231.0,181.82221140744045,568.6555390780298,7913.0,4994.24658203125,491928.0,sensitivity,logs/train/sensitivity/single/stabilization0/flowers/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/garden,stabilization0,mipnerf360,garden,single,27.130186080932617,0.8337705135345459,0.176225483417511,298.0,241.336481963342,470.4319095863151,8495.0,5414.32421875,751495.0,sensitivity,logs/train/sensitivity/single/stabilization0/garden/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/stump,stabilization0,mipnerf360,stump,single,26.633525848388672,0.7553013563156128,0.29875922203063965,197.0,160.9251010114655,591.1917405665425,6293.0,3845.04638671875,389118.0,sensitivity,logs/train/sensitivity/single/stabilization0/stump/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/treehill,stabilization0,mipnerf360,treehill,single,22.81088638305664,0.6089137196540833,0.43210259079933167,208.0,167.22000752592706,596.7519922540737,7101.0,4176.826171875,394475.0,sensitivity,logs/train/sensitivity/single/stabilization0/treehill/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/room,stabilization0,mipnerf360,room,single,31.81802749633789,0.9179130792617798,0.21906410157680511,197.0,158.25717726714961,665.2100552514659,10149.0,7267.4970703125,210387.0,sensitivity,logs/train/sensitivity/single/stabilization0/room/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/counter,stabilization0,mipnerf360,counter,single,28.98011016845703,0.9046565890312195,0.2070748209953308,213.0,180.7265465789699,563.1602756909699,10047.0,5905.34716796875,208115.0,sensitivity,logs/train/sensitivity/single/stabilization0/counter/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/kitchen,stabilization0,mipnerf360,kitchen,single,31.617849349975586,0.926820695400238,0.12882596254348755,279.0,241.70637333853492,482.8960965814649,11515.0,7101.265625,378997.0,sensitivity,logs/train/sensitivity/single/stabilization0/kitchen/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/bonsai,stabilization0,mipnerf360,bonsai,single,31.9727725982666,0.9401344060897827,0.19259794056415558,215.0,177.69073854526445,612.4961405859809,10045.0,7003.88134765625,278082.0,sensitivity,logs/train/sensitivity/single/stabilization0/bonsai/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/truck,stabilization0,tnt,truck,single,25.66149139404297,0.8708181381225586,0.18272988498210907,122.0,111.50803443389283,705.1310904071464,4873.0,2313.291015625,254084.0,sensitivity,logs/train/sensitivity/single/stabilization0/truck/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/train,stabilization0,tnt,train,single,22.43767547607422,0.8009917140007019,0.24874651432037354,129.0,118.23356704016737,621.9275740417321,6159.0,2673.552734375,223404.0,sensitivity,logs/train/sensitivity/single/stabilization0/train/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/drjohnson,stabilization0,db,drjohnson,single,29.463153839111328,0.8971686959266663,0.27907344698905945,134.0,121.90856374808354,712.5829283816191,7407.0,4762.73095703125,244884.0,sensitivity,logs/train/sensitivity/single/stabilization0/drjohnson/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization0/playroom,stabilization0,db,playroom,single,30.401708602905273,0.9020972847938538,0.26585304737091064,121.0,110.60972278549201,739.3766426969719,6491.0,3492.78173828125,198296.0,sensitivity,logs/train/sensitivity/single/stabilization0/playroom/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/bicycle,stabilization1536,mipnerf360,bicycle,single,24.755041122436523,0.711911678314209,0.31278204917907715,233.0,179.81956807636845,564.5048293921053,8249.0,5493.9677734375,535433.0,sensitivity,logs/train/sensitivity/single/stabilization1536/bicycle/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/flowers,stabilization1536,mipnerf360,flowers,single,21.17747688293457,0.5580043196678162,0.40745213627815247,231.0,181.261744635705,555.9278055863896,8473.0,5008.6865234375,493286.0,sensitivity,logs/train/sensitivity/single/stabilization1536/flowers/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/garden,stabilization1536,mipnerf360,garden,single,27.087249755859375,0.8336439728736877,0.17669762670993805,294.0,237.97533085883236,473.60604854946985,8547.0,5416.95556640625,755594.0,sensitivity,logs/train/sensitivity/single/stabilization1536/garden/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/stump,stabilization1536,mipnerf360,stump,single,26.69174575805664,0.7564234733581543,0.29743295907974243,197.0,160.37714539982838,587.9076964911715,6495.0,3854.9345703125,394059.0,sensitivity,logs/train/sensitivity/single/stabilization1536/stump/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/treehill,stabilization1536,mipnerf360,treehill,single,22.845678329467773,0.6100357174873352,0.4310365915298462,206.0,165.26522212040845,598.797529883033,6747.0,4180.73193359375,394117.0,sensitivity,logs/train/sensitivity/single/stabilization1536/treehill/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/room,stabilization1536,mipnerf360,room,single,31.732158660888672,0.917746901512146,0.22017936408519745,194.0,155.11224731910343,668.3932105854169,10337.0,7273.11376953125,209487.0,sensitivity,logs/train/sensitivity/single/stabilization1536/room/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/counter,stabilization1536,mipnerf360,counter,single,28.98094940185547,0.9050242900848389,0.206954225897789,211.0,178.36333221327342,588.7186806770288,9097.0,5895.7060546875,208301.0,sensitivity,logs/train/sensitivity/single/stabilization1536/counter/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/kitchen,stabilization1536,mipnerf360,kitchen,single,31.635543823242188,0.9267669916152954,0.12942750751972198,277.0,239.69437433074827,465.1032012613848,11693.0,7112.7470703125,379861.0,sensitivity,logs/train/sensitivity/single/stabilization1536/kitchen/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/bonsai,stabilization1536,mipnerf360,bonsai,single,31.9490909576416,0.9399797320365906,0.19265207648277283,215.0,177.82788681994964,615.3063295935906,10699.0,7004.74658203125,277444.0,sensitivity,logs/train/sensitivity/single/stabilization1536/bonsai/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/truck,stabilization1536,tnt,truck,single,25.567705154418945,0.8701441884040833,0.18290655314922333,120.0,110.53914914120055,688.0329654466477,4783.0,2307.11376953125,252529.0,sensitivity,logs/train/sensitivity/single/stabilization1536/truck/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/train,stabilization1536,tnt,train,single,22.30647850036621,0.7997909188270569,0.24829967319965363,128.0,117.67938385791626,628.4328116597688,5359.0,2679.80712890625,223415.0,sensitivity,logs/train/sensitivity/single/stabilization1536/train/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/drjohnson,stabilization1536,db,drjohnson,single,29.411890029907227,0.8969482779502869,0.27918732166290283,132.0,120.67037066022985,711.7435317598705,7719.0,4791.26171875,246347.0,sensitivity,logs/train/sensitivity/single/stabilization1536/drjohnson/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
sensitivity/single/stabilization1536/playroom,stabilization1536,db,playroom,single,30.255699157714844,0.9051468968391418,0.26687127351760864,121.0,109.97292212773584,759.7064188742868,6447.0,3510.84912109375,199513.0,sensitivity,logs/train/sensitivity/single/stabilization1536/playroom/curves.csv.xz,Appendix schedule sensitivity and direct FastGS composition
baselines/single/3dgs/bicycle,3dgs,mipnerf360,bicycle,single,25.222827911376953,0.7647764682769775,0.21009187400341034,1883.0,1874.169586724136,68.59071205398035,16046.0,,4900171.0,baselines,logs/train/baselines/single/3dgs/bicycle/curves.csv.xz,Table 1 baselines and appendix complete resource table
baselines/single/3dgs/flowers,3dgs,mipnerf360,flowers,single,21.51276969909668,0.6025283932685852,0.33878085017204285,1257.0,1251.8055707709864,137.3019730086199,10694.0,,2852905.0,baselines,logs/train/baselines/single/3dgs/flowers/curves.csv.xz,Table 1 baselines and appendix complete resource table
baselines/single/3dgs/garden,3dgs,mipnerf360,garden,single,27.373647689819336,0.8639121651649475,0.10804160684347153,1812.0,1805.6056685408112,86.6176797877028,14502.0,,4079883.0,baselines,logs/train/baselines/single/3dgs/garden/curves.csv.xz,Table 1 baselines and appendix complete resource table
baselines/single/3dgs/stump,3dgs,mipnerf360,stump,single,26.622812271118164,0.7708451747894287,0.21501243114471436,1512.0,1507.0392580640037,106.11925894420492,13412.0,,4326805.0,baselines,logs/train/baselines/single/3dgs/stump/curves.csv.xz,Table 1 baselines and appendix complete resource table
