group,id,method,repetition,dataset,scene,psnr,ssim,lpips,wall_time_s
baselines,baselines/single/3dgs/train,3dgs,single,tnt,train,22.202775955200195,0.8185474872589111,0.19855324923992157,850.0
baselines,baselines/single/3dgs/drjohnson,3dgs,single,db,drjohnson,29.343341827392578,0.9016129374504089,0.23855634033679962,1838.0
baselines,baselines/single/3dgs/playroom,3dgs,single,db,playroom,30.042251586914062,0.90349280834198,0.24344806373119354,1351.0
baselines,baselines/single/dash/bicycle,dash,single,mipnerf360,bicycle,25.414772033691406,0.7698448300361633,0.21440763771533966,502.0
baselines,baselines/single/dash/flowers,dash,single,mipnerf360,flowers,21.860902786254883,0.6146021485328674,0.3285934329032898,383.0
baselines,baselines/single/dash/garden,dash,single,mipnerf360,garden,27.422317504882812,0.8585605621337891,0.12383707612752914,456.0
baselines,baselines/single/dash/stump,dash,single,mipnerf360,stump,27.01138687133789,0.7809906601905823,0.21729230880737305,308.0
baselines,baselines/single/dash/treehill,dash,single,mipnerf360,treehill,22.999059677124023,0.6387157440185547,0.3211416006088257,425.0
baselines,baselines/single/dash/room,dash,single,mipnerf360,room,31.66134262084961,0.9135792851448059,0.2328033745288849,310.0
baselines,baselines/single/dash/counter,dash,single,mipnerf360,counter,28.913482666015625,0.9008864760398865,0.21168488264083862,312.0
baselines,baselines/single/dash/kitchen,dash,single,mipnerf360,kitchen,31.351743698120117,0.9184815287590027,0.14184057712554932,469.0
baselines,baselines/single/dash/bonsai,dash,single,mipnerf360,bonsai,31.926559448242188,0.9366452097892761,0.20819921791553497,284.0
baselines,baselines/single/dash/truck,dash,single,tnt,truck,25.727039337158203,0.8802213668823242,0.15392650663852692,262.0
baselines,baselines/single/dash/train,dash,single,tnt,train,22.180335998535156,0.8140654563903809,0.21072016656398773,302.0
baselines,baselines/single/dash/drjohnson,dash,single,db,drjohnson,29.57023048400879,0.9024189114570618,0.24993813037872314,282.0
baselines,baselines/single/dash/playroom,dash,single,db,playroom,30.249507904052734,0.9009969234466553,0.25237420201301575,217.0
baselines,baselines/single/legs/bicycle,legs,single,mipnerf360,bicycle,25.7445011138916,0.8012199997901917,0.16660529375076294,710.0
baselines,baselines/single/legs/flowers,legs,single,mipnerf360,flowers,22.012569427490234,0.6444658637046814,0.27932921051979065,641.0
baselines,baselines/single/legs/garden,legs,single,mipnerf360,garden,28.110069274902344,0.8818715214729309,0.08922338485717773,958.0
baselines,baselines/single/legs/stump,legs,single,mipnerf360,stump,27.376306533813477,0.8108394145965576,0.17659486830234528,554.0
baselines,baselines/single/legs/treehill,legs,single,mipnerf360,treehill,22.703723907470703,0.6555225253105164,0.27139806747436523,670.0
baselines,baselines/single/legs/room,legs,single,mipnerf360,room,32.48689651489258,0.9308485388755798,0.19220736622810364,553.0
baselines,baselines/single/legs/counter,legs,single,mipnerf360,counter,29.83340835571289,0.9193989038467407,0.17800213396549225,560.0
baselines,baselines/single/legs/kitchen,legs,single,mipnerf360,kitchen,32.70530700683594,0.9364452958106995,0.1149216815829277,956.0
baselines,baselines/single/legs/bonsai,legs,single,mipnerf360,bonsai,33.57744598388672,0.9525139331817627,0.1770176738500595,688.0
baselines,baselines/single/legs/truck,legs,single,tnt,truck,26.544233322143555,0.8958902359008789,0.12454672902822495,662.0
baselines,baselines/single/legs/train,legs,single,tnt,train,22.85004234313965,0.8447755575180054,0.16336318850517273,540.0
baselines,baselines/single/legs/drjohnson,legs,single,db,drjohnson,29.593828201293945,0.9072460532188416,0.22811785340309143,435.0
baselines,baselines/single/legs/playroom,legs,single,db,playroom,30.80726432800293,0.9161080121994019,0.2244446575641632,376.0
baselines,baselines/single/mini/bicycle,mini,single,mipnerf360,bicycle,25.184316635131836,0.7711254954338074,0.2274148166179657,964.0
baselines,baselines/single/mini/flowers,mini,single,mipnerf360,flowers,21.482749938964844,0.6242611408233643,0.32813137769699097,1049.0
baselines,baselines/single/mini/garden,mini,single,mipnerf360,garden,26.778501510620117,0.8439953327178955,0.15023213624954224,1067.0
baselines,baselines/single/mini/stump,mini,single,mipnerf360,stump,27.231582641601562,0.8050812482833862,0.1979837566614151,963.0
baselines,baselines/single/mini/treehill,mini,single,mipnerf360,treehill,22.73662567138672,0.6528946757316589,0.31575363874435425,1053.0
baselines,baselines/single/mini/room,mini,single,mipnerf360,room,31.21393585205078,0.9190070033073425,0.21419578790664673,1473.0
baselines,baselines/single/mini/counter,mini,single,mipnerf360,counter,28.57199478149414,0.9027509093284607,0.2002561241388321,1740.0
baselines,baselines/single/mini/kitchen,mini,single,mipnerf360,kitchen,31.199445724487305,0.9236772656440735,0.13020025193691254,1748.0
baselines,baselines/single/mini/bonsai,mini,single,mipnerf360,bonsai,30.983339309692383,0.9365453720092773,0.20256221294403076,1438.0
baselines,baselines/single/mini/truck,mini,single,tnt,truck,25.118202209472656,0.8702774047851562,0.1599425971508026,755.0
baselines,baselines/single/mini/train,mini,single,tnt,train,21.612987518310547,0.7962276935577393,0.24620863795280457,759.0
baselines,baselines/single/mini/drjohnson,mini,single,db,drjohnson,29.48859214782715,0.9017836451530457,0.2596333622932434,1130.0
baselines,baselines/single/mini/playroom,mini,single,db,playroom,30.3026065826416,0.9065756797790527,0.25267359614372253,989.0
baselines,baselines/single/shorter/bicycle,shorter,single,mipnerf360,bicycle,25.1765862,0.7599278,0.2230255,245.0
baselines,baselines/single/shorter/flowers,shorter,single,mipnerf360,flowers,21.6437359,0.6059107,0.328974,213.0
baselines,baselines/single/shorter/garden,shorter,single,mipnerf360,garden,27.1132412,0.8579576,0.1133426,300.0
baselines,baselines/single/shorter/stump,shorter,single,mipnerf360,stump,26.6613102,0.7676089,0.2392395,168.0
baselines,baselines/single/shorter/treehill,shorter,single,mipnerf360,treehill,22.4498863,0.6196572,0.3433633,206.0
baselines,baselines/single/shorter/room,shorter,single,mipnerf360,room,30.8878841,0.9161307,0.2209997,148.0
baselines,baselines/single/shorter/counter,shorter,single,mipnerf360,counter,28.4253693,0.899012,0.2093093,160.0
baselines,baselines/single/shorter/kitchen,shorter,single,mipnerf360,kitchen,31.2891674,0.9255736,0.127892,212.0
baselines,baselines/single/shorter/bonsai,shorter,single,mipnerf360,bonsai,31.4650002,0.9354725,0.2100519,142.0
baselines,baselines/single/shorter/truck,shorter,single,tnt,truck,25.2366009,0.8760515,0.1435164,193.0
baselines,baselines/single/shorter/train,shorter,single,tnt,train,21.5572186,0.8101478,0.2004924,191.0
baselines,baselines/single/shorter/drjohnson,shorter,single,db,drjohnson,29.0145226,0.894284,0.2504205,144.0
baselines,baselines/single/shorter/playroom,shorter,single,db,playroom,30.03932,0.9003456,0.2462554,123.0
baselines,baselines/single/speedy/bicycle,speedy,single,mipnerf360,bicycle,24.839492797851562,0.7211524844169617,0.30809277296066284,1064.0
baselines,baselines/single/speedy/flowers,speedy,single,mipnerf360,flowers,21.324216842651367,0.5762096643447876,0.3978249430656433,866.0
baselines,baselines/single/speedy/garden,speedy,single,mipnerf360,garden,26.686655044555664,0.8267361521720886,0.1887977123260498,1099.0
baselines,baselines/single/speedy/stump,speedy,single,mipnerf360,stump,26.718019485473633,0.7701936364173889,0.2594629228115082,934.0
baselines,baselines/single/speedy/treehill,speedy,single,mipnerf360,treehill,22.475168228149414,0.5917802453041077,0.4469009041786194,850.0
baselines,baselines/single/speedy/room,speedy,single,mipnerf360,room,30.654550552368164,0.8930684328079224,0.2820383310317993,991.0
baselines,baselines/single/speedy/counter,speedy,single,mipnerf360,counter,28.089860916137695,0.8669177889823914,0.27567988634109497,1004.0
baselines,baselines/single/speedy/kitchen,speedy,single,mipnerf360,kitchen,29.82115364074707,0.8879141807556152,0.20338678359985352,1095.0
baselines,baselines/single/speedy/bonsai,speedy,single,mipnerf360,bonsai,31.004968643188477,0.9179641008377075,0.2533506453037262,950.0
baselines,baselines/single/speedy/truck,speedy,single,tnt,truck,25.16314697265625,0.8638572692871094,0.1911032646894455,609.0
baselines,baselines/single/speedy/train,speedy,single,tnt,train,21.674575805664062,0.7691748738288879,0.29057759046554565,471.0
baselines,baselines/single/speedy/drjohnson,speedy,single,db,drjohnson,29.081867218017578,0.8972283005714417,0.2690874934196472,979.0
baselines,baselines/single/speedy/playroom,speedy,single,db,playroom,29.980810165405273,0.9012686610221863,0.27394217252731323,800.0
baselines,baselines/single/taming/bicycle,taming,single,mipnerf360,bicycle,24.854429244995117,0.717934250831604,0.2946262061595917,391.0
baselines,baselines/single/taming/flowers,taming,single,mipnerf360,flowers,21.0452823638916,0.5560699105262756,0.4088977873325348,316.0
baselines,baselines/single/taming/garden,taming,single,mipnerf360,garden,27.383031845092773,0.8553345799446106,0.12689615786075592,689.0
baselines,baselines/single/taming/stump,taming,single,mipnerf360,stump,25.922060012817383,0.7308372259140015,0.29436013102531433,267.0
baselines,baselines/single/taming/treehill,taming,single,mipnerf360,treehill,22.919612884521484,0.6256265044212341,0.3861047327518463,376.0
baselines,baselines/single/taming/room,taming,single,mipnerf360,room,31.500057220458984,0.9077798128128052,0.25051766633987427,332.0
baselines,baselines/single/taming/counter,taming,single,mipnerf360,counter,28.97455596923828,0.8995964527130127,0.2206735759973526,399.0
baselines,baselines/single/taming/kitchen,taming,single,mipnerf360,kitchen,31.27688980102539,0.9215918183326721,0.13963516056537628,490.0
baselines,baselines/single/taming/bonsai,taming,single,mipnerf360,bonsai,32.1524543762207,0.9360488653182983,0.22045810520648956,387.0
baselines,baselines/single/taming/truck,taming,single,tnt,truck,25.267642974853516,0.865276038646698,0.18357741832733154,205.0
baselines,baselines/single/taming/train,taming,single,tnt,train,22.615747451782227,0.8074641227722168,0.23305130004882812,250.0
baselines,baselines/single/taming/drjohnson,taming,single,db,drjohnson,29.236461639404297,0.8964071273803711,0.2699967920780182,276.0
baselines,baselines/single/taming/playroom,taming,single,db,playroom,30.09851837158203,0.8968109488487244,0.2781614661216736,210.0
transfer,transfer/single/vanilla_factorgrad_late/drjohnson,vanilla_factorgrad_late,single,db,drjohnson,29.35883140563965,0.9025806188583374,0.23953476548194885,
transfer,transfer/single/vanilla_factorgrad_late/playroom,vanilla_factorgrad_late,single,db,playroom,29.93326187133789,0.9037132263183594,0.24546808004379272,
transfer,transfer/single/vanilla_factorgrad_late/bicycle,vanilla_factorgrad_late,single,mipnerf360,bicycle,25.163610458374023,0.7479591965675354,0.2435295432806015,
transfer,transfer/single/vanilla_factorgrad_late/bonsai,vanilla_factorgrad_late,single,mipnerf360,bonsai,32.401092529296875,0.9453020095825195,0.1818726807832718,
transfer,transfer/single/vanilla_factorgrad_late/counter,vanilla_factorgrad_late,single,mipnerf360,counter,29.063148498535156,0.9130573868751526,0.18515273928642273,
transfer,transfer/single/vanilla_factorgrad_late/flowers,vanilla_factorgrad_late,single,mipnerf360,flowers,21.36545181274414,0.5851444602012634,0.3619022071361542,
transfer,transfer/single/vanilla_factorgrad_late/garden,vanilla_factorgrad_late,single,mipnerf360,garden,27.29096031188965,0.8550960421562195,0.12440767139196396,
transfer,transfer/single/vanilla_factorgrad_late/kitchen,vanilla_factorgrad_late,single,mipnerf360,kitchen,31.454652786254883,0.9306493401527405,0.11782748252153397,
transfer,transfer/single/vanilla_factorgrad_late/room,vanilla_factorgrad_late,single,mipnerf360,room,31.675731658935547,0.9257426261901855,0.19756846129894257,
transfer,transfer/single/vanilla_factorgrad_late/stump,vanilla_factorgrad_late,single,mipnerf360,stump,26.60479736328125,0.7678190469741821,0.24613255262374878,
transfer,transfer/single/vanilla_factorgrad_late/treehill,vanilla_factorgrad_late,single,mipnerf360,treehill,22.66263198852539,0.6355656981468201,0.34740152955055237,
transfer,transfer/single/vanilla_factorgrad_late/train,vanilla_factorgrad_late,single,tnt,train,21.906234741210938,0.8152313232421875,0.20068198442459106,
transfer,transfer/single/vanilla_factorgrad_late/truck,vanilla_factorgrad_late,single,tnt,truck,25.334857940673828,0.8790469169616699,0.14596910774707794,
transfer,transfer/single/vanilla_raw/drjohnson,vanilla_raw,single,db,drjohnson,29.454187393188477,0.9025226831436157,0.23920296132564545,
transfer,transfer/single/vanilla_raw/playroom,vanilla_raw,single,db,playroom,30.11162757873535,0.9031293988227844,0.24287353456020355,
transfer,transfer/single/vanilla_raw/bicycle,vanilla_raw,single,mipnerf360,bicycle,25.136960983276367,0.7475314140319824,0.2408895343542099,
transfer,transfer/single/vanilla_raw/bonsai,vanilla_raw,single,mipnerf360,bonsai,32.35750198364258,0.9458656311035156,0.18023066222667694,
transfer,transfer/single/vanilla_raw/counter,vanilla_raw,single,mipnerf360,counter,29.11327362060547,0.9145320653915405,0.18296514451503754,
transfer,transfer/single/vanilla_raw/flowers,vanilla_raw,single,mipnerf360,flowers,21.36690902709961,0.5878921151161194,0.35891419649124146,
transfer,transfer/single/vanilla_raw/garden,vanilla_raw,single,mipnerf360,garden,27.345705032348633,0.8563578128814697,0.12232198566198349,
transfer,transfer/single/vanilla_raw/kitchen,vanilla_raw,single,mipnerf360,kitchen,31.474252700805664,0.9320096969604492,0.11587859690189362,
transfer,transfer/single/vanilla_raw/room,vanilla_raw,single,mipnerf360,room,31.782745361328125,0.9270065426826477,0.19633932411670685,
transfer,transfer/single/vanilla_raw/stump,vanilla_raw,single,mipnerf360,stump,26.659963607788086,0.7675355076789856,0.24407252669334412,
transfer,transfer/single/vanilla_raw/treehill,vanilla_raw,single,mipnerf360,treehill,22.59825897216797,0.6360518932342529,0.3464089632034302,
transfer,transfer/single/vanilla_raw/train,vanilla_raw,single,tnt,train,22.122453689575195,0.8178511261940002,0.19700610637664795,
transfer,transfer/single/vanilla_raw/truck,vanilla_raw,single,tnt,truck,25.416019439697266,0.8804102540016174,0.14332130551338196,
transfer,transfer/single/taming_factorgrad_full/bicycle,taming_factorgrad_full,single,mipnerf360,bicycle,24.84292221069336,0.7169347405433655,0.2963719666004181,407.0
transfer,transfer/single/taming_factorgrad_full/bonsai,taming_factorgrad_full,single,mipnerf360,bonsai,32.052528381347656,0.9343039989471436,0.2223096489906311,389.0
transfer,transfer/single/taming_factorgrad_full/counter,taming_factorgrad_full,single,mipnerf360,counter,28.83833885192871,0.8977845907211304,0.22320200502872467,406.0
transfer,transfer/single/taming_factorgrad_full/drjohnson,taming_factorgrad_full,single,db,drjohnson,29.479524612426758,0.8997723460197449,0.2710719704627991,281.0
transfer,transfer/single/taming_factorgrad_full/flowers,taming_factorgrad_full,single,mipnerf360,flowers,21.075237274169922,0.5570665001869202,0.4080103039741516,329.0
transfer,transfer/single/taming_factorgrad_full/garden,taming_factorgrad_full,single,mipnerf360,garden,27.34291648864746,0.8546216487884521,0.12795357406139374,746.0
transfer,transfer/single/taming_factorgrad_full/kitchen,taming_factorgrad_full,single,mipnerf360,kitchen,31.268878936767578,0.9208161234855652,0.14033816754817963,501.0
transfer,transfer/single/taming_factorgrad_full/playroom,taming_factorgrad_full,single,db,playroom,30.06516456604004,0.9000124335289001,0.278813898563385,210.0
transfer,transfer/single/taming_factorgrad_full/room,taming_factorgrad_full,single,mipnerf360,room,31.40641212463379,0.9063969254493713,0.2518032491207123,337.0
transfer,transfer/single/taming_factorgrad_full/stump,taming_factorgrad_full,single,mipnerf360,stump,25.95785140991211,0.7318899631500244,0.29441696405410767,274.0
transfer,transfer/single/taming_factorgrad_full/train,taming_factorgrad_full,single,tnt,train,22.457304000854492,0.8053621053695679,0.23662112653255463,255.0
transfer,transfer/single/taming_factorgrad_full/treehill,taming_factorgrad_full,single,mipnerf360,treehill,23.019853591918945,0.6244742274284363,0.3896717429161072,389.0
transfer,transfer/single/taming_factorgrad_full/truck,taming_factorgrad_full,single,tnt,truck,25.17690658569336,0.8638811707496643,0.18610602617263794,211.0
transfer,transfer/single/taming_raw/bicycle,taming_raw,single,mipnerf360,bicycle,24.86453628540039,0.7173053622245789,0.2955174744129181,412.0
transfer,transfer/single/taming_raw/bonsai,taming_raw,single,mipnerf360,bonsai,32.14508056640625,0.9345488548278809,0.22054238617420197,402.0
transfer,transfer/single/taming_raw/counter,taming_raw,single,mipnerf360,counter,28.980932235717773,0.8996505737304688,0.2206321656703949,414.0
transfer,transfer/single/taming_raw/drjohnson,taming_raw,single,db,drjohnson,29.405670166015625,0.8988933563232422,0.2698023319244385,294.0
transfer,transfer/single/taming_raw/flowers,taming_raw,single,mipnerf360,flowers,20.976043701171875,0.5544424057006836,0.4099852442741394,336.0
transfer,transfer/single/taming_raw/garden,taming_raw,single,mipnerf360,garden,27.4007511138916,0.8553571701049805,0.12701500952243805,748.0
transfer,transfer/single/taming_raw/kitchen,taming_raw,single,mipnerf360,kitchen,31.320199966430664,0.9216820597648621,0.1393323689699173,515.0
transfer,transfer/single/taming_raw/playroom,taming_raw,single,db,playroom,30.30487823486328,0.899741530418396,0.2778281271457672,217.0
transfer,transfer/single/taming_raw/room,taming_raw,single,mipnerf360,room,31.448427200317383,0.9076250791549683,0.2498576045036316,348.0
transfer,transfer/single/taming_raw/stump,taming_raw,single,mipnerf360,stump,25.818767547607422,0.7296936511993408,0.29566842317581177,281.0
transfer,transfer/single/taming_raw/train,taming_raw,single,tnt,train,22.68212890625,0.807237446308136,0.23326840996742249,261.0
transfer,transfer/single/taming_raw/treehill,taming_raw,single,mipnerf360,treehill,23.039113998413086,0.6253046989440918,0.3862735331058502,399.0
transfer,transfer/single/taming_raw/truck,taming_raw,single,tnt,truck,25.2885799407959,0.8653049468994141,0.18330490589141846,215.0
transfer,transfer/single/dash_factorgrad_full/bicycle,dash_factorgrad_full,single,mipnerf360,bicycle,25.35989761352539,0.7679280638694763,0.21565823256969452,500.0
transfer,transfer/single/dash_factorgrad_full/bonsai,dash_factorgrad_full,single,mipnerf360,bonsai,31.89434051513672,0.9360489845275879,0.2095188945531845,294.0
transfer,transfer/single/dash_factorgrad_full/counter,dash_factorgrad_full,single,mipnerf360,counter,28.818931579589844,0.8992017507553101,0.21361777186393738,320.0
transfer,transfer/single/dash_factorgrad_full/drjohnson,dash_factorgrad_full,single,db,drjohnson,29.506149291992188,0.9020805954933167,0.2518242299556732,292.0
transfer,transfer/single/dash_factorgrad_full/flowers,dash_factorgrad_full,single,mipnerf360,flowers,21.857820510864258,0.6145281791687012,0.32845064997673035,386.0
transfer,transfer/single/dash_factorgrad_full/garden,dash_factorgrad_full,single,mipnerf360,garden,27.43186378479004,0.8579811453819275,0.12397387623786926,479.0
transfer,transfer/single/dash_factorgrad_full/kitchen,dash_factorgrad_full,single,mipnerf360,kitchen,31.222627639770508,0.9166721701622009,0.14364570379257202,488.0
transfer,transfer/single/dash_factorgrad_full/playroom,dash_factorgrad_full,single,db,playroom,29.919578552246094,0.8990231156349182,0.25322815775871277,231.0
transfer,transfer/single/dash_factorgrad_full/room,dash_factorgrad_full,single,mipnerf360,room,31.621307373046875,0.9131579399108887,0.23272697627544403,320.0
transfer,transfer/single/dash_factorgrad_full/stump,dash_factorgrad_full,single,mipnerf360,stump,27.075576782226562,0.7837893962860107,0.214918851852417,319.0
transfer,transfer/single/dash_factorgrad_full/train,dash_factorgrad_full,single,tnt,train,22.034276962280273,0.8098337054252625,0.2162337601184845,314.0
transfer,transfer/single/dash_factorgrad_full/treehill,dash_factorgrad_full,single,mipnerf360,treehill,22.970701217651367,0.6395502686500549,0.3211519718170166,440.0
transfer,transfer/single/dash_factorgrad_full/truck,dash_factorgrad_full,single,tnt,truck,25.672332763671875,0.8788543939590454,0.1557094305753708,275.0
transfer,transfer/single/dash_raw/bicycle,dash_raw,single,mipnerf360,bicycle,25.335851669311523,0.7692587375640869,0.21451573073863983,514.0
transfer,transfer/single/dash_raw/bonsai,dash_raw,single,mipnerf360,bonsai,31.98795509338379,0.9365377426147461,0.20824284851551056,299.0
transfer,transfer/single/dash_raw/counter,dash_raw,single,mipnerf360,counter,28.933610916137695,0.9008415937423706,0.2114432454109192,322.0
transfer,transfer/single/dash_raw/drjohnson,dash_raw,single,db,drjohnson,29.39206886291504,0.9007412195205688,0.25064483284950256,294.0
transfer,transfer/single/dash_raw/flowers,dash_raw,single,mipnerf360,flowers,21.86484718322754,0.6152167916297913,0.32779109477996826,391.0
transfer,transfer/single/dash_raw/garden,dash_raw,single,mipnerf360,garden,27.448646545410156,0.8588194251060486,0.12358852475881577,475.0
transfer,transfer/single/dash_raw/kitchen,dash_raw,single,mipnerf360,kitchen,31.32645034790039,0.9186206459999084,0.14196237921714783,488.0
transfer,transfer/single/dash_raw/playroom,dash_raw,single,db,playroom,30.581459045410156,0.9051979184150696,0.25214940309524536,231.0
transfer,transfer/single/dash_raw/room,dash_raw,single,mipnerf360,room,31.607816696166992,0.9140104651451111,0.23275849223136902,323.0
transfer,transfer/single/dash_raw/stump,dash_raw,single,mipnerf360,stump,27.005615234375,0.7814744710922241,0.21695566177368164,320.0
transfer,transfer/single/dash_raw/train,dash_raw,single,tnt,train,22.24793815612793,0.8156538009643555,0.20958465337753296,317.0
transfer,transfer/single/dash_raw/treehill,dash_raw,single,mipnerf360,treehill,22.886133193969727,0.6378641724586487,0.32218077778816223,439.0
transfer,transfer/single/dash_raw/truck,dash_raw,single,tnt,truck,25.77033042907715,0.8805176615715027,0.15374262630939484,276.0
transfer,transfer/single/legs_factorgrad_full/bicycle,legs_factorgrad_full,single,mipnerf360,bicycle,25.722410202026367,0.7999327778816223,0.16985376179218292,729.0
transfer,transfer/single/legs_factorgrad_full/bonsai,legs_factorgrad_full,single,mipnerf360,bonsai,33.292198181152344,0.9509314298629761,0.17988328635692596,705.0
transfer,transfer/single/legs_factorgrad_full/counter,legs_factorgrad_full,single,mipnerf360,counter,29.71366310119629,0.9182568788528442,0.1808072179555893,571.0
transfer,transfer/single/legs_factorgrad_full/drjohnson,legs_factorgrad_full,single,db,drjohnson,29.629878997802734,0.9113767147064209,0.2280370593070984,456.0
transfer,transfer/single/legs_factorgrad_full/flowers,legs_factorgrad_full,single,mipnerf360,flowers,22.01430320739746,0.6428280472755432,0.28269851207733154,663.0
transfer,transfer/single/legs_factorgrad_full/garden,legs_factorgrad_full,single,mipnerf360,garden,28.097373962402344,0.8820669651031494,0.09042004495859146,970.0
transfer,transfer/single/legs_factorgrad_full/kitchen,legs_factorgrad_full,single,mipnerf360,kitchen,32.42074203491211,0.9342806935310364,0.11799970269203186,982.0
transfer,transfer/single/legs_factorgrad_full/playroom,legs_factorgrad_full,single,db,playroom,30.678115844726562,0.9127970337867737,0.2259523570537567,398.0
transfer,transfer/single/legs_factorgrad_full/room,legs_factorgrad_full,single,mipnerf360,room,32.45823287963867,0.9294441342353821,0.1951526254415512,561.0
transfer,transfer/single/legs_factorgrad_full/stump,legs_factorgrad_full,single,mipnerf360,stump,27.45539093017578,0.8131051063537598,0.17602810263633728,584.0
transfer,transfer/single/legs_factorgrad_full/train,legs_factorgrad_full,single,tnt,train,23.1331729888916,0.844388484954834,0.16933812201023102,557.0
transfer,transfer/single/legs_factorgrad_full/treehill,legs_factorgrad_full,single,mipnerf360,treehill,22.862186431884766,0.6599152088165283,0.27274248003959656,688.0
transfer,transfer/single/legs_factorgrad_full/truck,legs_factorgrad_full,single,tnt,truck,26.521190643310547,0.8944978713989258,0.13183633983135223,677.0
transfer,transfer/single/legs_raw/bicycle,legs_raw,single,mipnerf360,bicycle,25.75281524658203,0.801320493221283,0.16610242426395416,755.0
transfer,transfer/single/legs_raw/bonsai,legs_raw,single,mipnerf360,bonsai,33.46598815917969,0.9525769352912903,0.17716990411281586,730.0
transfer,transfer/single/legs_raw/counter,legs_raw,single,mipnerf360,counter,29.855070114135742,0.919430673122406,0.17819684743881226,592.0
transfer,transfer/single/legs_raw/drjohnson,legs_raw,single,db,drjohnson,29.86873435974121,0.9108750224113464,0.22731254994869232,472.0
transfer,transfer/single/legs_raw/flowers,legs_raw,single,mipnerf360,flowers,21.98576545715332,0.6438022255897522,0.2807864248752594,669.0
transfer,transfer/single/legs_raw/garden,legs_raw,single,mipnerf360,garden,28.04070281982422,0.8816669583320618,0.08957469463348389,1000.0
transfer,transfer/single/legs_raw/kitchen,legs_raw,single,mipnerf360,kitchen,32.71110534667969,0.936370849609375,0.11495636403560638,1017.0
transfer,transfer/single/legs_raw/playroom,legs_raw,single,db,playroom,30.521141052246094,0.9118651151657104,0.22466464340686798,402.0
transfer,transfer/single/legs_raw/room,legs_raw,single,mipnerf360,room,32.61243438720703,0.9307554960250854,0.19217072427272797,581.0
transfer,transfer/single/legs_raw/stump,legs_raw,single,mipnerf360,stump,27.38901138305664,0.8105126619338989,0.17688655853271484,583.0
transfer,transfer/single/legs_raw/train,legs_raw,single,tnt,train,22.758134841918945,0.842383861541748,0.16684593260288239,563.0
transfer,transfer/single/legs_raw/treehill,legs_raw,single,mipnerf360,treehill,22.69526481628418,0.6558606624603271,0.2712289094924927,708.0
transfer,transfer/single/legs_raw/truck,legs_raw,single,tnt,truck,26.590394973754883,0.89644855260849,0.12364991009235382,703.0
shorter_transfer,shorter_transfer/single/raw_shortergs/bicycle,raw_shortergs,single,mipnerf360,bicycle,25.1295891,0.7592649,0.223885,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/bicycle,shortergs_factorgrad,single,mipnerf360,bicycle,25.1436405,0.7596919,0.223696,
shorter_transfer,shorter_transfer/single/raw_shortergs/flowers,raw_shortergs,single,mipnerf360,flowers,21.6644039,0.6064062,0.3285666,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/flowers,shortergs_factorgrad,single,mipnerf360,flowers,21.7140408,0.6059928,0.3301013,
shorter_transfer,shorter_transfer/single/raw_shortergs/garden,raw_shortergs,single,mipnerf360,garden,27.1467342,0.8582603,0.1135155,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/garden,shortergs_factorgrad,single,mipnerf360,garden,27.15065,0.8569205,0.1159515,
shorter_transfer,shorter_transfer/single/raw_shortergs/stump,raw_shortergs,single,mipnerf360,stump,26.5815754,0.7653064,0.2411447,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/stump,shortergs_factorgrad,single,mipnerf360,stump,26.7008324,0.767616,0.2412441,
shorter_transfer,shorter_transfer/single/raw_shortergs/treehill,raw_shortergs,single,mipnerf360,treehill,22.3981419,0.6196659,0.3453431,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/treehill,shortergs_factorgrad,single,mipnerf360,treehill,22.5231628,0.6184074,0.348811,
shorter_transfer,shorter_transfer/single/raw_shortergs/room,raw_shortergs,single,mipnerf360,room,30.7387352,0.9150413,0.2240482,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/room,shortergs_factorgrad,single,mipnerf360,room,30.7803497,0.9135851,0.227018,
shorter_transfer,shorter_transfer/single/raw_shortergs/counter,raw_shortergs,single,mipnerf360,counter,28.7669735,0.9015432,0.2078577,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/counter,shortergs_factorgrad,single,mipnerf360,counter,28.711565,0.8993598,0.2113315,
shorter_transfer,shorter_transfer/single/raw_shortergs/kitchen,raw_shortergs,single,mipnerf360,kitchen,31.2278881,0.9248315,0.1282745,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/kitchen,shortergs_factorgrad,single,mipnerf360,kitchen,30.2790318,0.9018528,0.1479206,
shorter_transfer,shorter_transfer/single/raw_shortergs/bonsai,raw_shortergs,single,mipnerf360,bonsai,31.6082935,0.9350702,0.2100807,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/bonsai,shortergs_factorgrad,single,mipnerf360,bonsai,31.4428387,0.933965,0.2129208,
shorter_transfer,shorter_transfer/single/raw_shortergs/truck,raw_shortergs,single,tnt,truck,25.2435398,0.876133,0.1438546,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/truck,shortergs_factorgrad,single,tnt,truck,25.2372456,0.8750733,0.1471419,
shorter_transfer,shorter_transfer/single/raw_shortergs/train,raw_shortergs,single,tnt,train,21.6323071,0.8108793,0.2003494,
